1,Responsible,Ref_pubyr,Class,Order,Data_enterer,Type_locality,Type_country,Affiliations,Countries,Language
UA_759,Pavlo,1941,Mammalia,Proboscidea,Gol'din,,"USSR (then), Ukraine",Moscow State University,Russia,Ukrainian
UA_760,Pavlo,1941,Mammalia,Proboscidea,Gol'din,,"USSR (then), Ukraine",Moscow State University,Russia,Ukrainian
UA_1474,Viktor,1941,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1475,Viktor,1941,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_866,Pavlo,1941,Var Vertebrata,,,,"USSR (then), Ukraine",Geological Institute RAS,Russia,Ukrainian
UA_800,Pavlo,1941,Var Vertebrata,,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_84,Viktor,1941,Mammalia,,Baranov,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_222,Viktor,1941,Var Vertebrata,,Baranov,,"USSR (then), Ukraine","Institute of Material Culture, RAS",Russia,Ukrainian
UA_126,Viktor,1941,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_336,Viktor,1941,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Odessa State University,Ukraine,Russian
UA_423,Viktor,1941,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_843,Pavlo,1942,Mammalia,Rodentia,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_844,Pavlo,1943,Mammalia,Rodentia,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_1268,Viktor,1944,Osteichthyes,,Baranov,,"USSR (then), Ukraine",Lomonosov Moscow State University,Russia,Russian
UA_758,Pavlo,1945,Mammalia,Carnivora,Gol'din,,"USSR (then), Ukraine",St Petersburg Institute of Mines,Ukraine,Ukrainian
UA_1417,Viktor,1945,Osteichthyes,,Baranov,,"USSR (then), Ukraine",Lomonosov Moscow State University,Russia,Russian
UA_93,Viktor,1945,Arhosauria,Ornithischia,Baranov,,"USSR (then), Ukraine",Saint Petersburg Mining University,Russia,Russian
UA_379,Viktor,1945,Reptilia,"	Testudines",Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_94,Viktor,1945,Reptilia,Testudines,Baranov,,"USSR (then), Ukraine",Saint Petersburg Mining University,Russia,Russian
UA_891,Pavlo,1946,Osteichthyes,Stomiiformes,,,"USSR (then), Ukraine",Paleontological Institute RAS,Russia,Russian
UA_601,Leonid,1946,Osteichthyes,,Gorobets,,"USSR (then), Ukraine",Lomonosov Moscow State University,Russia,English
UA_1483,Viktor,1946,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_864,Pavlo,1946,Var Vertebrata,,,,"USSR (then), Ukraine",Geological Institute RAS,Russia,Russian
UA_380,Viktor,1946,Reptilia,"	Testudines",Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_381,Viktor,1946,Reptilia,"	Testudines",Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_1438,Viktor,1947,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine","Paleontological Institute, Russian Academy of Sciences",Russia,Russian
UA_1439,Viktor,1947,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine","Paleontological Institute, Russian Academy of Sciences",Russia,Russian
UA_890,Pavlo,1947,Osteichthyes,Gadiformes,,,"USSR (then), Ukraine",Paleontological Institute RAS,Russia,Russian
UA_1421,Viktor,1947,Osteichthyes; Placodermi,Osteolepiformes; Arthrodira; Dipnoi; ,Baranov,,"USSR (then), Ukraine","Paleontological Institute, Russian Academy of Sciences",Russia,Russian
UA_1550,Viktor,1947,,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1551,Viktor,1947,,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_479,Viktor,1947,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Odessa State University,Ukraine,Russian
UA_382,Viktor,1947,Reptilia,"	Testudines",Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_985,Pavlo,1948,Aves,Gruiformes;  Ciconiiformes,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1552,Viktor,1948,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_850,Pavlo,1948,Mammalia,Cetacea,,,"USSR (then), Ukraine",S.I. Subbotin Institue of Geophysics NASU,Ukraine,Ukrainian
UA_801,Pavlo,1948,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",Odessa State University,Ukraine,Russian
UA_1393,Viktor,1948,Mammalia,Perissodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1382,Viktor,1948,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1352,Viktor,1948,Osteichthyes,Acanthuriformes,Baranov,,"USSR (then), Ukraine",Geological Institute RAS,Russia,RUssian
UA_1455,Viktor,1948,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_480,Viktor,1948,Mammalia,Proboscidea,Baranov,,"USSR (then), Ukraine",Odessa State University,Ukraine,Russian
UA_383,Viktor,1948,Reptilia,"	Testudines",Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_384,Viktor,1948,Reptilia,"	Testudines",Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_543,Leonid,1949,Aves,Struthioniformes,Gorobets,,"USSR (then), Ukraine",Taras Shevchenko National University of Kyiv,Ukraine,Ukrainian
UA_990,Pavlo,1949,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Geological Institute RAS,Russia,Russian
UA_895,Pavlo,1949,Osteichthyes,,,,"USSR (then), Ukraine",Paleontological Institute RAS,Russia,Russian
UA_1553,Viktor,1949,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_984,Pavlo,1949,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_81,Viktor,1949,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_78,Viktor,1949,Osteichthyes,Syngnathiformes,Baranov,,"USSR (then), Ukraine","Paleontological Institute, Russian Academy of Sciences",Russia,Russian
UA_463,Viktor,1949,Osteichthyes,,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_385,Viktor,1949,Reptilia,"	Testudines",Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_386,Viktor,1949,Reptilia,"	Testudines",Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_398,Viktor,1949,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_986,Pavlo,1950,Aves,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1449,Viktor,1950,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_999,Pavlo,1950,Mammalia,Carnivora,,,"USSR (then), Ukraine",Oles Honchar Dnipro National University,Ukraine,Russian
UA_1437,Viktor,1950,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1484,Viktor,1950,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1485,Viktor,1950,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_907,Pavlo,1950,Var Vertebrata,,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_375,Viktor,1950,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_387,Viktor,1950,Reptilia,"	Testudines",Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_555,Leonid,1951,Aves,Gruiformes,Gorobets,,"USSR (then), Ukraine",Taras Shevchenko National University of Kyiv,Ukraine,Russian
UA_1555,Viktor,1951,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1486,Viktor,1951,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1487,Viktor,1951,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1554,Viktor,1951,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1000,Pavlo,1951,Var Vertebrata,Order,,,"USSR (then), Ukraine",Oles Honchar Dnipro National University,Ukraine,Russian
UA_1490,Viktor,1952,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1489,Viktor,1952,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN; Palaeontological Institute RAS,Ukraine; Russia,Russian
UA_754,Pavlo,1952,Mammalia,Perissodactyla,Gol'din,,"USSR (then), Ukraine",Russian State Agrarian University ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,Russia,Russian
UA_1561,Viktor,1952,Mammalia,Proboscidea,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1624,Viktor,1952,Mammalia,Proboscidea,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1452,Viktor,1952,Mammalia,,,,"USSR (then), Ukraine",Lviv State Natural History Museum,Ukraine,Ukrainian
UA_1558,Viktor,1952,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1269,Viktor,1952,Osteichthyes,,Baranov,,"USSR (then), Ukraine",Lomonosov Moscow State University,Russia,Russian
UA_1270,Viktor,1952,Osteichthyes,,Baranov,,"USSR (then), Ukraine",Lomonosov Moscow State University,Russia,Russian
UA_836,Pavlo,1952,Osteichthyes,,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_1418,Viktor,1952,Osteichthyes,,Baranov,,"USSR (then), Ukraine",Lomonosov Moscow State University,Russia,Ukrainian
UA_1488,Viktor,1952,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1492,Viktor,1952,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_778,Pavlo,1952,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_1491,Viktor,1952,,,,,"USSR (then), Ukraine",IZAN; Institute og Geology NASU,Ukraine,Russian
UA_1556,Viktor,1952,,,,,"USSR (then), Ukraine",IZAN; Geological Institute NASU,Ukraine,Ukrainian
UA_1557,Viktor,1952,,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_303,Viktor,1952,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_497,Juan,1953,Aves,Struthioniformes,Juan,,"USSR (then), Ukraine","Academy of Sciences of the Azerbaijanian SSR;  Institue of Paleontology, Academy of Sciences of the Georgian SSR;",Azerbaijan; Georgia,English
UA_566,Leonid,1953,Aves,Struthioniformes,Gorobets,,"USSR (then), Ukraine",Taras Shevchenko National University of Kyiv,Ukraine,Russian
UA_1494,Viktor,1953,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1496,Viktor,1953,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN;  National Museum of Natural History at the National Academy of Sciences of Ukraine,Ukraine,Russian
UA_849,Pavlo,1953,Osteichthyes,Clupeiformes,,,"USSR (then), Ukraine",S.I. Subbotin Institue of Geophysics NASU,Ukraine,Russian
UA_1460,Viktor,1953,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1495,Viktor,1953,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1497,Viktor,1953,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1498,Viktor,1953,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1562,Viktor,1953,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_867,Pavlo,1953,Var Vertebrata,,,,"USSR (then), Ukraine",Geological Institute RAS,Russia,Russian
UA_1644,Viktor,1953,Var Vertebrata,,,,"USSR (then), Ukraine",Voronezh State University,Russia,Russian
UA_779,Pavlo,1953,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Geological Sciences,Ukraine,Russian
UA_1062,Svitozar,1953,Mammalia,,Davydenko,,"USSR (then), Ukraine",Uzhhorod National University,Russia ,Russian
UA_389,Viktor,1953,Reptilia,"	Testudines",Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_118,Viktor,1953,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",INSTITUTE OF ARCHAEOLOGY RAS,Russia,Russian
UA_1069,Svitozar,1953,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",T.G.Shevchenko Kyiva National University,Ukraine,Ukrainian
UA_468,Viktor,1953,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_1337,Viktor,1954,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_809,Pavlo,1954,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_883,Pavlo,1954,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_810,Pavlo,1954,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Zoological Institute RAS,Russia,Russian
UA_588,Leonid,1954,Mammalia,Rodentia; Proboscidea; Artiodactyla; Perissodactyla; Carnivora,Gorobets,,"USSR (then), Ukraine",Taras Shevchenko National University of Kyiv,Ukraine,Russian
UA_1272,Viktor,1954,Osteichthyes,,Baranov,,"USSR (then), Ukraine",Lomonosov Moscow State University,Russia,Russian
UA_1151,Svitozar,1954,Reptilia,Icthyopterigia,,,"USSR (then), Ukraine",Natural History Museum Of Institute of Agrobiology AS Ua SSR,Ukraine,Ukrainian
UA_1368,Viktor,1954,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Geological Institute RAS,Russia,Russian
UA_577,Leonid,1954,Var Vertebrata,,Gorobets,,"USSR (then), Ukraine",Taras Shevchenko National University of Kyiv,Ukraine,Russian
UA_1423,Viktor,1954,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Mechnikov Odessa National University,Ukraine,Russian
UA_1563,Viktor,1954,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1564,Viktor,1954,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_865,Pavlo,1954,Var Vertebrata,,,,"USSR (then), Ukraine",Geological Institute RAS,Russia,Russian
UA_783,Pavlo,1954,Var Vertebrata,,,,"USSR (then), Ukraine",Institute of Geological Sciences; Palaeontological Institute RAS,Ukraine; Russia,Russian
UA_1500,Viktor,1954,,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_400,Viktor,1954,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_401,Viktor,1954,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia,Russian
UA_376,Viktor,1954,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_769,Pavlo,1955,Mammalia,Proboscidea,Gol'din,,"USSR (then), Ukraine",Palaeontological Institute RAS,Russia,Russian
UA_1339,Viktor,1955,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Institute of Archaeology NASU,Ukraine,RUssian
UA_1501,Viktor,1955,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1502,Viktor,1955,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1503,Viktor,1955,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_190,Viktor,1955,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_166,Viktor,1955,Osteichthyes,,Baranov,,"USSR (then), Ukraine",South Russian State Polytechnic University,Russia,Russian
UA_532,Leonid,1956,Mammalia,Proboscidea,Gorobets,,"USSR (then), Ukraine",Taras Shevchenko National University of Kyiv,Ukraine,Ukrainian
UA_1565,Viktor,1956,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1566,Viktor,1956,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1568,Viktor,1956,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1570,Viktor,1956,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1132,Svitozar,1956,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_534,Leonid,1956,,,Gorobets,,"USSR (then), Ukraine",Geological Institute RAS,Russia,French
UA_201,Viktor,1956,Amphibia,Anura,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_86,Viktor,1956,Aves,Struthioniformes,Baranov,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_304,Viktor,1956,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_481,Viktor,1956,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",Odessa State University,Ukraine,Russian
UA_205,Viktor,1956,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_464,Viktor,1956,Osteichthyes,,Baranov,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_85,Viktor,1956,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_262,Viktor,1956,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_305,Viktor,1956,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_424,Viktor,1956,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_1248,Svitozar,1957,Chondrichthyes,,Baranov,,"USSR (then), Ukraine",Ivan Franko National University of Lviv,Ukraine,Russian
UA_1133,Svitozar,1957,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_803,Pavlo,1957,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",Odessa State University,Ukraine,Russian
UA_853,Pavlo,1957,Mammalia,Primates,,,"USSR (then), Ukraine",Moscow State University,Russia,Russian
UA_802,Pavlo,1957,Mammalia,Proboscidea,,,"USSR (then), Ukraine",Odessa State University,Ukraine,Russian
UA_845,Pavlo,1957,Mammalia,Rodentia,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_1152,Svitozar,1957,Mammalia,,,,"USSR (then), Ukraine",Institute of Archaeology RAS,Russia ,Russian
UA_838,Pavlo,1957,Osteichthyes,Gadiformes,,,"USSR (then), Ukraine",,Ukraine,Russian
UA_1354,Viktor,1957,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",Zhytomyr Ivan Franko State University (?),Ukraine,RUssian
UA_1505,Viktor,1957,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1506,Viktor,1957,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN; Institute of Archaeology NASU,Ukraine,Russian
UA_1508,Viktor,1957,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1507,Viktor,1957,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_372,Viktor,1957,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_1001,Svitozar,1957,Mammalia,Perissodactyla; Carnivora,Davydenko,,"USSR (then), Ukraine",Oles Honchar Dnipro National University,Ukraine,Russian
UA_307,Viktor,1957,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_308,Viktor,1957,Mammalia,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_202,Viktor,1957,Osteichthyes,Perciformes,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_263,Viktor,1957,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_306,Viktor,1957,Var Vertebrata,,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_36,Viktor,1958,Mammalia,,Baranov,,Ukraine,IZAN,Ukraine,Ukrainian
UA_901,Pavlo,1958,Aves,,,,"USSR (then), Ukraine",Moscow State University,Russia,Russian
UA_902,Pavlo,1958,Aves,,,,"USSR (then), Ukraine",Moscow State University,Russia,Russian
UA_599,Leonid,1958,Aves,,Gorobets,,"USSR (then), Ukraine",Taras Shevchenko National University of Kyiv,Ukraine,Russian
UA_772,Pavlo,1958,Aves,,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_1415,Viktor,1958,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",Institute of Archaeology NASU,Ukraine,Russian
UA_1134,Svitozar,1958,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1135,Svitozar,1958,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_828,Pavlo,1958,Mammalia,Proboscidea,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_857,Pavlo,1958,Mammalia,,,,"USSR (then), Ukraine",Odesa State University,Ukraine,Russian
UA_1471,Viktor,1958,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1482,Viktor,1958,Var Vertebrata,,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_207,Viktor,1958,Mammalia,Carnivora,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_206,Viktor,1958,Mammalia,Insectivora,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_309,Viktor,1958,Mammalia,Rodentia,Baranov,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_177,Viktor,1958,Osteichthyes,,Baranov,,"USSR (then), Ukraine",South Russian State Polytechnic University,Russia,Russian
UA_390,Viktor,1958,Reptilia,"	Testudines",Baranov,,"USSR (then), Ukraine",Saint Petersburg State University,Russia,Russian
UA_1277,Viktor,1959,Aves,Galliformes,Baranov,,"USSR (then), Ukraine",INSTITUTE OF ARCHAEOLOGY RAS,Russia,Russian
UA_766,Pavlo,1959,Aves,Galliformes,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_767,Pavlo,1959,Aves,Gruiformes,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_773,Pavlo,1959,Aves,Gruiformes,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_722,Juan,1959,Aves,,Juan,,"USSR (then), Ukraine",IZAN,Ukraine,German
UA_774,Pavlo,1959,Aves,,,,"USSR (then), Ukraine",,Ukraine,Ukrainian
UA_782,Pavlo,1959,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",Palaeontological Institute RAS,Russia,Russian
UA_1081,Svitozar,1959,Mammalia,Artiodactyla,,,"USSR (then), Ukraine",IZAN,Ukraine,Russian
UA_1258,Viktor,1959,Mammalia,Artiodactyla,Baranov,,"USSR (then), Ukraine",,Ukraine,Russian
UA_795,Pavlo,1959,Mammalia,Perissodactyla,,,"USSR (then), Ukraine",Institute of Palaeobiology Georgian Academy of Science,Georgia,Russian
UA_1136,Svitozar,1959,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
UA_1137,Svitozar,1959,Mammalia,,,,"USSR (then), Ukraine",IZAN,Ukraine,Ukrainian
